Theme	GIS Source Data Name	DESCRIPTION	Catchment Item Name	Divergence Item Name	Total Upstream Item Name	UNITS 	Science Base Link	Download Link	Source Link														
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mint, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_14	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Barley, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_21	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Durum wheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_22	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Spring wheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_23	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Winter wheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_24	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other small grains, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_25	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/soybeans, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_26	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rye, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_27	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Oats, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_28	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Millet, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_29	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Speltz, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_30	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Canola, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_31	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Flaxseed, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_32	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Safflower, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_33	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Rape seed, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_34	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mustard, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_35	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Alfalfa, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_36	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other hay/non alfalfa, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_37	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Camelina, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_38	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Buckwheat, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_39	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sugarbeets, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_41	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Dry beans, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_42	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Potatoes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_43	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other crops. -9999 denotes NODATA.			TOT_CDL12_44	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sugarcane, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_45	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sweet potatoes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_46	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Miscellaneous vegetables and fruits, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_47	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Watermelons, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_48	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Onions, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_49	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cucumbers, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_50	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Chick peas, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_51	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Lentils, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_52	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peas, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_53	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Tomatoes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_54	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Caneberries, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_55	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Hops, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_56	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Herbs, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_57	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Clover/wild flowers, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_58	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Sod/grass seed, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_59	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Switchgrass, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_60	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Fallow/idle cropland, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_61	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cherries, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_66	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peaches, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_67	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Apples, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_68	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Grapes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_69	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Christmas trees, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_70	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Other tree crops, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_71	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Citrus, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_72	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pecans, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_74	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Almonds, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_75	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Walnuts, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_76	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pears, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_77	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Aquaculture, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_92	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Open water, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_111	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Perennial ice/snow, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_112	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/open space, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_121	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/low intensity, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_122	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/medium intensity, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_123	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Developed/high intensity, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_124	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Barren, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_131	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Deciduous forest, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_141	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Evergreen forest, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_142	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Mixed forest, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_143	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Shrubland, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_152	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Grassland/pasture, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_176	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Woody wetlands, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_190	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Herbaceous wetlands, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_195	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pistachios, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_204	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Triticale, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_205	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Carrots, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_206	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Asparagus, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_207	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Garlic, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_208	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Cantaloupes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_209	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Prunes, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_210	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Olives, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_211	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Oranges, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment"			TOT_CDL12_212	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Honeydew melons, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_213	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Broccoli, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_214	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Peppers, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_216	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pomegranates, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_217	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Nectarines, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_218	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Greens, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_219	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Plums, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_220	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Strawberries, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_221	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Squash, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_222	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Apricots, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_223	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Vetch, -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_224	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/corn. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_225	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop oats/corn. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_226	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Lettuce. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_227	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Pumpkins. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_229	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/durum wheat. -9999 denotes NODATA.			TOT_CDL12_230	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/cantaloupe. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_231	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/cotton. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_232	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop lettuce/barley. -9999 denotes NODATA.			TOT_CDL12_233	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop durum wheat/sorghum. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_234	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/sorghum. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_235	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/sorghum. -9999 denotes NODATA.			TOT_CDL12_236	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop barley/corn. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_237	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
Landscape	CDL_2012	"Estimated percent area of flowline reach catchment that contains the land-use and land-cover type: Double crop winter wheat/cotton. -9999 denotes NODATA, source coverage does not extend into catchment or is a flow line with no catchment."			TOT_CDL12_238	percent	https://www.sciencebase.gov/catalog/item/573f7c20e4b04a3a6a24af72																
